Exx_1,Eyy_1,Ezz_1,Exy_1,Eyz_1,Ezx_1,time,Exx_2,Eyy_2,Ezz_2,Exy_2,Eyz_2,Ezx_2,Exx_orig_1,Eyy_orig_1,Ezz_orig_1,Exy_orig_1,Eyz_orig_1,Ezx_orig_1,Exx_orig_2,Eyy_orig_2,Ezz_orig_2,Exy_orig_2,Eyz_orig_2,Ezx_orig_2,Exx_eng_1,Exx_eng_2,Eyy_eng_1,Eyy_eng_2,Ezz_eng_1,Ezz_eng_2,Exy_eng_1,Exy_eng_2,Eyz_eng_1,Eyz_eng_2,Ezx_eng_1,Ezx_eng_2
-0.003749339402656934,0.0037493394026569334,0.0,1.40534456537318e-05,0.0,0.0,0.4998849462668623,0.0007360080699169161,0.0007360080699169135,0.0,-0.008220449958023868,0.0,0.0,1.405344565373245e-05,-1.405344565373245e-05,0.0,0.003749339402656934,0.0,0.0,-0.007484441888106954,0.008956458027940784,0.0,0.0,0.0,0.0,1.4053544403758167e-05,-0.007456503198204012,-1.4053346904518982e-05,0.008996687111815671,0.0,0.0,0.003756376968293784,0.0,0.0,0.0,0.0,0.0
-0.00416606523580539,0.00416606523580539,0.0,1.7351612228516368e-05,0.0,0.0,0.5498836136754477,0.0007535775517104282,0.000753577551710425,0.0,-0.009193445422688094,0.0,0.0,1.7351612228516937e-05,-1.7351612228516937e-05,0.0,0.00416606523580539,0.0,0.0,-0.008439867870977669,0.009947022974398522,0.0,0.0,0.0,0.0,1.7351762768624823e-05,-0.008404352172306173,-1.7351461690129355e-05,0.009996659047968537,0.0,0.0,0.0041747553492488265,0.0,0.0,0.0,0.0,0.0
-0.004582670257290113,0.004582670257290113,0.0,2.099602880080876e-05,0.0,0.0,0.5998681331143674,0.0007699467336329371,0.0007699467336329342,0.0,-0.010166381058335262,0.0,0.0,2.0996028800809577e-05,-2.0996028800809577e-05,0.0,0.004582670257290113,0.0,0.0,-0.009396434324702326,0.010936327791968197,0.0,0.0,0.0,0.0,2.099624921902965e-05,-0.009352425784678653,-2.0995808385770864e-05,0.010996348025519742,0.0,0.0,0.004593186749034972,0.0,0.0,0.0,0.0,0.0
-0.004999325289001081,0.004999325289001081,0.0,2.4988108586070127e-05,0.0,0.0,0.6498590345302534,0.0007853128863780673,0.0007853128863780647,0.0,-0.011139468092517724,0.0,0.0,2.4988108586070855e-05,-2.4988108586070855e-05,0.0,0.004999325289001081,0.0,0.0,-0.010354155206139658,0.01192478097889579,0.0,0.0,0.0,0.0,2.4988420791460797e-05,-0.010300735472170253,-2.4987796385933514e-05,0.011996164642253282,0.0,0.0,0.005011842766627916,0.0,0.0,0.0,0.0,0.0
-0.005417218298912166,0.005417218298912166,0.0,2.9340853837267488e-05,0.0,0.0,0.6999988888054618,0.0007998705245834861,0.0007998705245834822,0.0,-0.01211532839568428,0.0,0.0,2.9340853837268623e-05,-2.9340853837268623e-05,0.0,0.005417218298912166,0.0,0.0,-0.011315457871100797,0.012915198920267766,0.0,0.0,0.0,0.0,2.9341284284223335e-05,-0.01125167886723022,-2.9340423398638293e-05,0.012998960311753294,0.0,0.0,0.005431917957727572,0.0,0.0,0.0,0.0,0.0
-0.0058338839199921205,0.00583388391999212,0.0,3.402860790447983e-05,0.0,0.0,0.7499919298365639,0.0008136940778010018,0.0008136940778009977,0.0,-0.013088047106953958,0.0,0.0,3.402860790448052e-05,-3.402860790448052e-05,0.0,0.0058338839199921205,0.0,0.0,-0.012274353029152958,0.013901741184754958,0.0,0.0,0.0,0.0,3.4029186884110274e-05,-0.012199330423040222,-3.402802893792689e-05,0.013998819720671074,0.0,0.0,0.005850934161038213,0.0,0.0,0.0,0.0,0.0
-0.006250436347182728,0.006250436347182728,0.0,3.906223852333579e-05,0.0,0.0,0.7999718753151105,0.000826823290880251,0.0008268232908802468,0.0,-0.014060229811770927,0.0,0.0,3.9062238523336675e-05,-3.9062238523336675e-05,0.0,0.006250436347182728,0.0,0.0,-0.013233406520890677,0.014887053102651175,0.0,0.0,0.0,0.0,3.9063001462613656e-05,-0.013146229968102774,-3.9061475604063034e-05,0.01499841721926809,0.0,0.0,0.0062700110867506265,0.0,0.0,0.0,0.0,0.0
-0.006667081496968579,0.006667081496968579,0.0,4.4444218651686665e-05,0.0,0.0,0.8499634667730126,0.0008392887778301692,0.0008392887778301641,0.0,-0.015032335610046863,0.0,0.0,4.444421865168743e-05,-4.444421865168743e-05,0.0,0.00666708149696858,0.0,0.0,-0.014193046832216696,0.01587162438787703,0.0,0.0,0.0,0.0,4.444520631063931e-05,-0.01409280037100924,-4.444323102203995e-05,0.015998247636803464,0.0,0.0,0.006689355959182075,0.0,0.0,0.0,0.0,0.0
-0.007083763768668421,0.007083763768668421,0.0,5.0174003680466276e-05,0.0,0.0,0.8999600678886395,0.0008512782791265557,0.0008512782791265506,0.0,-0.016004047485017908,0.0,0.0,5.017400368046665e-05,-5.017400368046665e-05,0.0,0.007083763768668421,0.0,0.0,-0.015152769205891356,0.016855325764144464,0.0,0.0,0.0,0.0,5.0175262416907174e-05,-0.015038543670766846,-5.0172744986198836e-05,0.01699817824721439,0.0,0.0,0.007108912971833359,0.0,0.0,0.0,0.0,0.0
-0.007500436201873069,0.007500436201873069,0.0,5.625099396741826e-05,0.0,0.0,0.949956078807856,0.0008627648256306936,0.0008627648256306874,0.0,-0.016975284002063506,0.0,0.0,5.625099396741996e-05,-5.625099396741996e-05,0.0,0.007500436201873069,0.0,0.0,-0.016112519176432815,0.017838048827694197,0.0,0.0,0.0,0.0,5.625257608432577e-05,-0.015983406910702214,-5.62494119099588e-05,0.017998097053730344,0.0,0.0,0.007528634930315858,0.0,0.0,0.0,0.0,0.0
-0.007917098218224446,0.007917098218224446,0.0,6.267516841594576e-05,0.0,0.0,0.9999514648398112,0.0008737138392609559,0.0008737138392609484,0.0,-0.017946080990708345,0.0,0.0,6.267516841594726e-05,-6.267516841594726e-05,0.0,0.007917098218224446,0.0,0.0,-0.01707236715144739,0.018819794829969295,0.0,0.0,0.0,0.0,6.267713254537455e-05,-0.016927460098708935,-6.26732043685907e-05,0.018998003362535876,0.0,0.0,0.007948521312156176,0.0,0.0,0.0,0.0,0.0
-0.008333668028364853,0.008333668028364853,0.0,6.944515114818693e-05,0.0,0.0,1.0499364465645173,0.00088430930216038,0.0008843093021603725,0.0,-0.018916064644200252,0.0,0.0,6.94451511481881e-05,-6.94451511481881e-05,0.0,0.008333668028364853,0.0,0.0,-0.018031755342039876,0.01980037394636063,0.0,0.0,0.0,0.0,6.94475625184765e-05,-0.017870156006018822,-6.944273988951366e-05,0.019997701585774186,0.0,0.0,0.008368489703314053,0.0,0.0,0.0,0.0,0.0
